6.0417,8.8569,16.2266,-86.8823
6.0417,9.2904,16.0967,-86.7693
6.1585,9.4535,16.0297,-86.8451
6.1585,10.4796,15.7042,-86.7510
6.1585,9.4536,16.0293,-86.7214
6.0417,9.2909,16.0954,-86.8008
2.6257,3.8872,17.8546,-88.7670
1.7723,3.8574,17.9041,-89.1118
1.6542,4.0007,17.8773,-89.1485
0.4273,3.9808,17.9106,-89.7539
0.3091,3.8331,17.9447,-89.8129
-1.7723,3.8574,17.9041,-90.8924
0.3091,3.8333,17.9443,-89.8175
0.4273,3.9806,17.9110,-89.8654
1.6542,4.0010,17.8769,-89.2326
1.7723,3.8572,17.9045,-89.1818
4.2200,3.9740,17.7101,-87.9169
4.0934,4.1118,17.6921,-87.9607
4.2200,4.2563,17.6475,-88.0258
3.9758,4.2407,17.6737,-88.0218
3.3601,4.6358,17.6347,-88.3943
3.3601,4.9202,17.5686,-88.3075
2.9975,5.4637,17.4622,-88.5374
2.7527,5.4524,17.4816,-88.4908
2.6257,5.7346,17.4182,-88.6861
2.5077,5.7298,17.4264,-88.6862
2.2627,6.0087,17.3684,-88.8314
1.8996,5.9962,17.3900,-88.8791
1.7723,6.1432,17.3559,-89.0934
1.4090,6.1334,17.3728,-89.1137
1.2817,6.2708,17.3394,-89.3349
0.6728,6.2618,17.3550,-89.6305
0.5546,6.1215,17.3935,-89.6786
0.1818,6.1196,17.3967,-89.9369
-0.3091,5.8317,17.4699,-90.1989
-0.6728,5.3979,17.5746,-90.3680
-0.8000,5.3993,17.5724,-90.3175
-1.2908,4.6976,17.7297,-90.6652
-1.1636,4.6951,17.7340,-90.6201
-1.1636,4.8430,17.6990,-90.5520
-0.6728,5.3979,17.5746,-90.2933
-0.5546,5.3967,17.5767,-90.3579
0.1818,6.1196,17.3967,-89.9405
0.5546,6.1206,17.3950,-89.8904
0.6728,6.2618,17.3550,-89.6803
1.2817,6.2708,17.3394,-89.3818
1.7723,5.9936,17.3944,-89.0687
2.1446,6.0047,17.3752,-88.8860
2.3898,5.8740,17.3970,-88.9484
2.6257,5.5963,17.4529,-88.6641
2.6257,5.4475,17.4900,-88.7116
2.8706,5.4575,17.4728,-88.6827
3.3601,4.7728,17.6027,-88.3170
3.2423,4.4820,17.6801,-88.3835
2.9976,4.3332,17.7316,-88.4367
1.7723,4.2877,17.8077,-89.0952
1.6542,4.4211,17.7821,-89.1481
