-0.0000,44.9231,91.8619,-89.9717
-10.5838,60.9052,86.2593,-95.7315
-10.5838,60.9052,86.2593,-95.8109
-10.3858,60.8767,86.3336,-95.7699
-10.3857,60.8769,86.3328,-95.7233
-9.5937,59.9296,86.9605,-95.1506
-9.5937,59.9296,86.9605,-95.2441
-8.1008,58.6777,87.8431,-94.3128
-8.1008,58.6777,87.8431,-94.3916
-10.4833,61.0095,86.2462,-95.7924
-10.4833,61.0095,86.2462,-95.6913
-10.2882,61.2227,86.2155,-95.8263
-10.2880,61.2233,86.2141,-95.6967
-2.4467,60.8088,87.8376,-91.3108
-2.4467,60.8088,87.8376,-91.4224
-10.3857,61.2370,86.1784,-95.7576
-10.3857,61.2370,86.1784,-95.6561
-10.5840,61.1422,86.1586,-95.6906
-10.5838,61.1426,86.1578,-95.7404
-7.6026,58.6244,87.9786,-94.0512
-7.6026,58.6244,87.9786,-94.1299
-6.3974,60.1883,87.6009,-93.5964
-6.3974,60.1883,87.6009,-93.4877
-5.6897,60.6143,87.5446,-93.1092
-5.6897,60.6143,87.5446,-93.2078
-5.9925,60.6366,87.4856,-93.1282
-5.9924,60.6372,87.4840,-93.2720
-6.4971,60.1968,87.5788,-93.6427
-6.4971,60.1968,87.5788,-93.5474
6.3944,53.4920,89.8902,-86.7509
6.3944,53.4920,89.8902,-86.8006
6.6964,53.2908,89.8845,-86.8115
6.6963,53.2918,89.8822,-86.6173
7.1002,53.4492,89.7561,-86.4033
7.1002,53.4492,89.7561,-86.4615
7.4011,53.8237,89.5898,-86.3087
7.4011,53.8237,89.5898,-86.2523
8.0018,54.1181,89.3681,-85.9952
8.0018,54.1181,89.3681,-85.9447
8.6994,55.1228,88.9018,-85.5932
8.6994,55.1228,88.9018,-85.5385
9.6918,55.4878,88.5130,-85.0146
9.6918,55.4878,88.5130,-85.0757
10.8761,56.4730,87.8296,-84.3650
10.8761,56.4730,87.8296,-84.4370
10.9764,61.6830,85.7970,-83.9072
10.9764,61.6830,85.7970,-84.0119
10.8761,56.5875,87.7923,-84.3550
10.8761,56.5875,87.7923,-84.4283
9.5937,55.4739,88.5462,-85.1458
9.5937,55.4739,88.5462,-85.0747
8.6007,55.1104,88.9315,-85.6434
8.6007,55.1104,88.9315,-85.5865
7.8998,54.1062,89.3962,-86.0611
7.8998,54.1062,89.3962,-85.9859
7.2989,53.8126,89.6158,-86.2946
7.2989,53.8126,89.6158,-86.3392
6.9978,53.4385,89.7809,-86.4497
6.9978,53.4385,89.7809,-86.5141
6.5967,53.3983,89.8747,-86.7273
6.5967,53.3983,89.8747,-86.6670
6.2947,53.7125,89.8506,-86.8527
6.2947,53.7125,89.8506,-86.8022
6.1950,54.8532,89.5463,-86.7637
6.1950,54.8532,89.5463,-86.8439
5.3867,57.2439,88.9078,-87.0718
5.3867,57.2439,88.9078,-87.1601
5.2867,58.1869,88.5805,-87.1878
5.2867,58.1869,88.5805,-87.1109
4.8801,59.4730,88.1408,-87.3701
4.8801,59.4730,88.1408,-87.2762
4.0715,61.0002,87.6039,-87.6590
4.0715,61.0002,87.6039,-87.7560
4.9833,59.1195,88.2671,-87.2227
4.9833,59.1195,88.2671,-87.3054
5.3867,57.1270,88.9489,-87.0917
5.3867,57.1270,88.9489,-87.1546
6.1950,54.8532,89.5463,-86.7715
6.1950,54.8532,89.5463,-86.8392
-0.4083,52.0555,90.8670,-90.2445
-0.4083,52.0555,90.8670,-90.1809
-0.9190,52.2855,90.8021,-90.4981
-0.9190,52.2855,90.8021,-90.4378
-1.5304,52.1839,90.8037,-90.8097
-1.5304,52.1839,90.8037,-90.7375
-0.9190,51.8325,90.9084,-90.4807
-0.9190,51.8325,90.9084,-90.4422
-3.3619,51.7980,90.7569,-91.6337
