-0.0004,44.9224,91.8629,-90.0415
1.2872,32.3321,88.8826,-89.6435
1.2872,32.3321,88.8826,-89.6400
1.3979,32.4169,88.9284,-89.6371
1.3979,32.4172,88.9280,-89.6036
1.5108,32.4204,88.9226,-89.6084
1.5108,32.4206,88.9224,-89.5715
1.6215,32.4241,88.9168,-89.5768
1.6215,32.4242,88.9165,-89.5406
1.7344,32.4280,88.9104,-89.5458
1.7344,32.4281,88.9101,-89.5089
1.8451,32.4321,88.9037,-89.5142
1.8451,32.4323,88.9034,-89.4779
1.9580,32.4366,88.8964,-89.4832
1.9580,32.4367,88.8962,-89.4462
2.0687,32.4412,88.8889,-89.4516
2.0686,32.4414,88.8887,-89.4153
2.1815,32.4462,88.8808,-89.4206
2.1815,32.4464,88.8805,-89.3836
2.2921,32.5318,88.9216,-89.3833
2.2921,32.5321,88.9212,-89.3504
2.4049,32.5374,88.9124,-89.3552
2.4049,32.5376,88.9122,-89.3181
2.5155,32.5431,88.9032,-89.3236
2.5155,32.5432,88.9030,-89.2871
2.6283,32.5492,88.8934,-89.2926
2.6283,32.5493,88.8932,-89.2554
2.7388,32.5553,88.8833,-89.2609
2.7388,32.5555,88.8831,-89.2244
2.8516,32.6442,88.9224,-89.2225
2.8516,32.6444,88.9220,-89.1897
2.9621,32.6510,88.9113,-89.1947
2.9621,32.6511,88.9111,-89.1581
3.0748,32.6581,88.8998,-89.1636
3.0748,32.6582,88.8996,-89.1262
3.1852,32.6653,88.8881,-89.1319
3.1852,32.6654,88.8879,-89.0952
3.2979,32.6729,88.8757,-89.1008
3.2979,32.6730,88.8755,-89.0634
3.4083,32.7615,88.9115,-89.0604
3.4083,32.7618,88.9111,-89.0289
3.5209,32.7698,88.8980,-89.0339
3.5209,32.7699,88.8978,-88.9964
3.6312,32.7780,88.8846,-89.0022
3.6312,32.7781,88.8844,-88.9653
3.7438,32.7866,88.8706,-88.9711
3.7438,32.7867,88.8703,-88.9334
3.8541,32.8781,88.9052,-88.9293
3.8541,32.8784,88.9048,-88.8984
3.9666,32.8874,88.8901,-88.9034
3.9666,32.8875,88.8899,-88.8656
4.0768,32.8966,88.8750,-88.8717
4.0768,32.8968,88.8748,-88.8345
4.1892,32.9877,88.9067,-88.8297
4.1892,32.9880,88.9063,-88.7984
4.2994,32.9976,88.8906,-88.8036
4.2994,32.9977,88.8904,-88.7663
4.4118,33.0077,88.8740,-88.7725
4.4118,33.0079,88.8737,-88.7343
4.5219,33.1013,88.9053,-88.7287
4.5219,33.1016,88.9048,-88.6985
